0	1.1529548341e-09
0.5	9.0916126065e-10
1	6.653676872e-10
1.5	5.6465623679e-10
2	4.6394478638e-10
2.5	4.19609991145e-10
3	3.7527519591e-10
3.5	3.51323314955e-10
4	3.27371434e-10
4.5	3.12537561715e-10
5	2.9770368943e-10
5.5	2.87655185775e-10
6	2.7760668212e-10
6.5	2.70363108645e-10
7	2.6311953517e-10
7.5	2.5765559011e-10
8	2.5219164505e-10
8.5	2.4792560147e-10
9	2.4365955789e-10
9.5	2.40237553585e-10
10	2.3681554928e-10
10.5	2.34010255995e-10
11	2.3120496271e-10
11.5	2.28863791535e-10
12	2.2652262036e-10
12.5	2.2453939548e-10
13	2.225561706e-10
13.5	2.2085475732e-10
14	2.1915334404e-10
14.5	2.1767774055e-10
15	2.1620213706e-10
15.5	2.1491024029e-10
16	2.1361834352e-10
16.5	2.1247789385e-10
17	2.1133744418e-10
17.5	2.1032331037e-10
18	2.0930917656e-10
18.5	2.08401491575e-10
19	2.0749380659e-10
19.5	2.06676658905e-10
20	2.0585951122e-10
20.5	2.05120007765e-10
21	2.0438050431e-10
21.5	2.0370808757e-10
22	2.0303567083e-10
22.5	2.02421613235e-10
23	2.0180755564e-10
23.5	2.0124457975e-10
24	2.0068160386e-10
24.5	2.00163593355e-10
25	1.9964558285e-10
25.5	1.99167359935e-10
26	1.9868913702e-10
26.5	1.9824628914e-10
27	1.9780344126e-10
27.5	1.97392184835e-10
28	1.9698092841e-10
28.5	1.96598000655e-10
29	1.962150729e-10
29.5	1.9585764522e-10
30	1.9550021754e-10
30.5	1.9516582567e-10
31	1.948314338e-10
31.5	1.94517921e-10
32	1.942044082e-10
32.5	1.93909878715e-10
33	1.9361534923e-10
33.5	1.9333813004e-10
34	1.9306091085e-10
34.5	1.9279951983e-10
35	1.9253812881e-10
35.5	1.9229124833e-10
36	1.9204436785e-10
36.5	1.91810822525e-10
37	1.915772772e-10
37.5	1.9135601525e-10
38	1.911347533e-10
38.5	1.90924830665e-10
39	1.9071490803e-10
39.5	1.90515474995e-10
40	1.9031604196e-10
40.5	1.9012633159e-10
41	1.8993662122e-10
41.5	1.89755939585e-10
42	1.8957525795e-10
42.5	1.8940297557e-10
43	1.8923069319e-10
43.5	1.89066237795e-10
44	1.889017824e-10
44.5	1.88744632545e-10
45	1.8858748269e-10
45.5	1.88437162215e-10
46	1.8828684174e-10
46.5	1.88142914995e-10
47	1.8799898825e-10
47.5	1.87861055855e-10
48	1.8772312346e-10
48.5	1.8759081862e-10
49	1.8745851378e-10
49.5	1.8733149903e-10
50	1.8720448428e-10
